,枠番,年齢,体重,平均ST,全国-勝率,全国-2連率,全国-3連率,当地-勝率,当地-2連率,当地-3連率,モーター-2連率,モーター-3連率,単勝オッズ,レーサーid,着順
5,6,37,47.0,0.14,6.23,45.92,59.18,5.86,40.82,61.22,30.64,48.55,4.3,5314,6
0,1,50,53.0,0.13,7.25,49.07,65.74,7.55,61.29,72.58,36.67,56.67,1.3,4573,2
1,2,29,52.0,0.13,6.78,40.86,55.91,7.0,50.0,66.67,27.27,45.45,6.3,4686,4
2,3,36,53.4,0.12,7.96,59.29,78.76,8.5,62.5,91.67,30.43,47.83,4.4,4030,1
3,4,35,52.0,0.13,6.73,46.48,61.97,6.36,42.86,57.14,32.0,48.0,9.5,4418,3
4,5,36,52.0,0.13,7.88,66.67,81.16,5.13,25.0,37.5,47.06,64.71,11.5,4961,6
5,6,42,49.2,0.14,6.27,36.96,56.52,6.36,50.0,57.14,29.03,45.16,35.6,3257,5
0,1,40,49.6,0.18,3.59,16.22,24.32,2.2,10.0,20.0,37.84,60.81,4.9,4891,4
1,2,52,47.7,0.14,5.98,39.17,60.0,6.42,58.33,66.67,42.35,51.76,1.6,4317,1
2,3,37,45.0,0.16,4.7,27.59,45.98,4.81,28.21,44.87,30.26,48.68,11.1,3611,3
3,4,37,50.5,0.23,4.01,13.79,35.63,0.0,0.0,0.0,29.27,46.34,20.6,4997,5
4,5,27,45.5,0.15,6.64,48.35,65.93,6.8,50.0,70.0,40.66,51.65,4.1,5320,6
5,6,22,46.0,0.16,4.34,22.73,37.5,2.11,5.56,11.11,39.77,54.55,6.7,4190,2
0,1,37,52.2,0.16,7.06,53.03,74.24,0.0,0.0,0.0,27.08,36.46,1.3,4290,1
1,2,30,52.0,0.14,6.03,41.13,58.87,6.17,36.67,63.33,39.29,50.89,17.7,4483,6
2,3,26,52.9,0.14,6.3,43.75,62.5,5.93,39.64,59.46,34.91,48.11,5.7,4524,4
3,4,46,53.1,0.15,6.82,42.57,58.42,6.06,29.41,41.18,40.37,55.96,5.3,4719,2
4,5,47,51.0,0.14,6.99,46.23,67.92,6.53,50.0,62.5,36.7,53.21,7.5,4095,5
5,6,35,52.0,0.14,7.32,62.3,74.59,6.15,30.77,61.54,31.0,47.0,18.8,4398,3
0,1,33,52.0,0.12,7.05,48.96,62.5,7.63,59.7,73.13,34.02,55.33,1.1,3983,1
1,2,30,55.2,0.11,6.57,48.18,62.73,6.11,44.44,55.56,35.09,50.44,6.5,3946,3
2,3,37,52.0,0.13,7.75,65.94,80.43,6.9,54.76,73.81,31.53,47.75,7.3,4302,6
3,4,33,52.0,0.17,6.55,60.23,65.91,6.2,48.57,62.86,37.86,54.73,10.2,4344,2
4,5,41,52.6,0.15,6.18,47.24,62.2,0.0,0.0,0.0,32.66,53.63,23.3,4171,5
5,6,41,52.0,0.18,5.95,41.27,57.94,6.86,57.14,85.71,35.84,53.54,42.7,4494,4
0,1,55,51.5,0.14,6.53,50.0,66.67,6.7,50.0,65.0,26.83,47.15,1.9,5017,1
1,2,51,53.0,0.14,6.67,46.53,66.34,7.78,61.54,67.69,32.56,54.26,2.7,3654,2
2,3,34,53.2,0.16,5.92,38.67,61.33,0.0,0.0,0.0,36.67,47.5,11.8,4778,4
3,4,57,53.9,0.14,5.98,44.09,60.63,5.85,30.0,55.0,38.57,53.57,5.5,4290,5
4,5,28,52.1,0.13,5.53,40.52,53.45,5.94,45.16,64.52,33.09,48.53,17.7,4850,3
5,6,50,52.8,0.17,7.06,49.04,72.12,9.63,62.5,100.0,31.3,48.09,7.6,4052,6
0,1,48,45.5,0.19,6.26,45.26,68.42,5.41,34.48,48.28,32.35,49.41,1.5,3932,1
1,2,29,47.9,0.26,4.15,16.39,31.15,2.42,0.0,10.53,34.83,51.12,20.4,4501,2
2,3,35,45.0,0.22,3.95,16.07,32.14,1.67,0.0,0.0,37.21,52.91,34.5,3188,4
3,4,24,45.0,0.2,4.72,29.41,44.54,4.0,20.0,40.0,37.06,58.24,2.5,3704,3
4,5,43,46.0,0.19,5.85,36.9,58.33,5.0,11.76,64.71,35.06,52.87,5.4,4275,6
5,6,36,54.7,0.2,3.95,23.17,34.15,4.93,23.33,50.0,36.09,57.99,78.9,4569,5
0,1,44,54.0,0.14,6.26,43.28,64.93,5.93,43.24,61.26,0.0,11.11,1.7,5121,1
1,2,28,52.0,0.15,5.79,43.02,58.14,5.33,33.33,33.33,22.22,33.33,4.9,4025,6
2,3,45,51.0,0.21,4.57,30.28,40.37,4.08,30.0,35.0,10.0,60.0,6.0,4253,2
3,4,45,54.8,0.14,4.95,31.68,46.53,5.68,37.5,42.86,35.29,58.82,8.5,4637,3
4,5,49,52.4,0.13,6.74,44.44,64.29,7.5,70.0,70.0,30.0,40.0,4.4,4679,4
5,6,33,53.1,0.15,5.43,33.01,49.51,5.06,34.04,46.81,11.11,44.44,17.0,5109,5
0,1,48,52.0,0.15,6.89,55.26,68.42,6.38,40.98,60.66,31.06,50.0,1.5,4715,1
1,2,36,54.2,0.14,6.4,40.86,54.84,6.58,32.69,61.54,40.94,62.2,7.7,3946,3
2,3,45,52.0,0.12,6.68,52.73,72.73,7.6,60.0,86.67,31.34,48.51,9.8,4545,2
3,4,36,52.8,0.14,7.35,60.0,75.45,6.65,54.05,67.57,46.34,60.16,3.0,4261,6
4,5,38,52.0,0.16,6.5,48.12,63.16,7.18,63.64,72.73,30.53,51.15,13.1,4483,5
5,6,34,52.8,0.13,6.86,39.22,53.92,6.41,22.73,45.45,30.88,45.59,19.7,3415,4
0,1,40,52.0,0.13,6.76,47.66,64.06,6.49,45.28,54.72,36.3,50.0,1.6,4497,1
1,2,33,52.9,0.16,6.71,43.24,58.56,6.44,43.75,54.17,29.53,49.66,3.2,3978,2
2,3,38,52.0,0.16,7.23,55.56,75.0,7.07,50.0,70.79,33.33,47.71,7.4,4350,4
3,4,25,52.0,0.14,7.31,54.33,74.8,0.0,0.0,0.0,32.47,46.1,6.6,5084,3
4,5,36,52.0,0.14,7.2,50.41,68.29,6.42,44.19,58.14,33.54,49.37,13.2,4208,5
5,6,37,52.3,0.14,7.03,52.38,66.67,7.08,54.17,66.67,29.94,43.95,22.8,4364,6
0,1,42,46.0,0.19,6.24,38.55,66.27,6.06,42.42,69.7,47.02,61.59,1.1,3528,1
1,2,26,49.3,0.17,4.08,20.0,36.0,3.81,13.43,31.34,40.61,53.94,8.0,4738,3
2,3,60,48.1,0.17,5.15,35.48,51.61,5.5,38.46,57.69,35.19,57.41,9.1,3693,6
3,4,52,47.4,0.22,3.38,6.25,25.0,4.88,17.65,47.06,46.58,62.11,7.7,4071,2
4,5,27,52.0,0.19,3.19,10.81,25.68,3.85,10.0,35.0,45.45,66.67,8.9,4947,5
5,6,19,47.4,0.24,1.87,0.0,3.33,0.0,0.0,0.0,24.0,42.0,48.4,5174,4
0,1,45,52.4,0.14,6.3,40.0,56.0,7.35,60.19,77.78,33.18,55.3,1.2,3623,2
1,2,36,51.5,0.14,7.2,56.0,70.67,5.53,41.18,47.06,33.82,52.66,12.3,4344,4
2,3,35,52.0,0.14,6.8,51.06,67.02,6.83,51.72,75.86,30.77,43.08,11.1,4427,1
3,4,36,54.2,0.14,6.93,52.05,68.49,8.48,52.0,80.0,42.92,58.02,5.0,4547,6
4,5,41,52.2,0.14,7.32,50.62,62.96,7.2,47.5,65.0,27.8,40.49,9.2,3590,5
5,6,46,51.0,0.14,6.97,49.57,66.96,7.73,72.73,81.82,50.89,66.96,15.9,4512,3
0,1,38,52.0,0.12,7.07,51.16,63.57,6.81,37.04,66.67,43.9,58.54,1.1,3779,1
1,2,45,52.2,0.14,6.43,41.6,68.0,7.5,62.5,75.0,26.83,51.22,9.8,4477,2
2,3,36,52.1,0.14,7.32,49.12,69.3,7.21,47.06,88.24,27.78,36.11,8.7,4397,3
3,4,36,52.0,0.14,7.37,59.59,68.49,6.3,39.39,60.61,48.0,64.0,8.5,4168,6
4,5,54,52.0,0.16,6.7,49.06,66.04,7.21,50.0,69.05,50.0,61.36,14.7,3946,5
5,6,40,52.4,0.13,7.36,48.84,67.44,7.0,37.5,64.29,26.19,38.1,17.0,4932,4
0,1,51,47.0,0.15,6.18,41.12,62.62,6.52,44.14,64.86,28.57,42.86,1.9,3422,1
1,2,48,52.3,0.15,6.59,52.34,69.53,0.0,0.0,0.0,50.0,62.5,4.7,3473,3
2,3,46,52.3,0.16,5.99,39.45,58.72,0.0,0.0,0.0,25.0,37.5,5.2,3415,4
3,4,55,52.1,0.14,6.83,51.28,67.52,7.07,53.33,75.56,37.5,37.5,3.5,3611,5
4,5,47,53.3,0.15,6.81,53.21,70.64,0.0,0.0,0.0,71.43,71.43,11.0,4002,2
5,6,46,53.4,0.16,6.49,46.36,68.18,6.78,50.0,77.78,28.57,28.57,23.2,3978,6
0,1,45,52.3,0.16,6.13,40.35,55.26,6.63,43.75,62.5,39.31,56.55,1.6,3978,3
1,2,34,52.3,0.12,6.87,51.58,71.58,6.63,48.0,69.33,32.03,43.14,7.0,4786,2
2,3,46,53.5,0.13,6.39,41.0,61.0,7.16,53.49,72.09,39.47,55.92,4.0,4544,4
3,4,33,52.1,0.12,6.63,46.46,65.66,8.29,64.71,94.12,41.55,60.56,5.6,3304,6
4,5,33,51.5,0.13,6.96,42.68,56.1,7.63,61.33,77.33,34.23,51.68,9.8,4739,1
5,6,44,52.0,0.15,6.62,45.76,64.41,8.5,70.0,90.0,38.13,58.75,24.0,3854,5
0,1,37,52.0,0.14,5.13,25.88,47.06,5.78,44.44,58.33,37.72,53.51,1.3,4565,6
1,2,55,52.0,0.14,6.34,46.67,68.89,4.48,24.0,36.0,33.33,49.59,5.9,4649,2
2,3,28,53.2,0.15,5.18,29.41,45.88,0.0,0.0,0.0,39.69,48.85,9.9,4401,3
3,4,55,51.5,0.17,5.33,36.17,51.06,6.22,38.89,66.67,31.67,45.0,13.0,5187,5
4,5,42,52.3,0.17,5.56,39.25,57.01,6.21,44.68,65.96,45.16,62.9,6.1,5136,1
5,6,46,52.1,0.13,6.53,49.02,67.65,6.05,46.08,58.82,32.54,48.41,10.4,4553,4
0,1,39,47.5,0.15,5.25,29.63,51.85,6.9,55.0,70.0,35.85,66.04,1.2,4844,6
1,2,37,46.5,0.15,5.18,38.71,51.61,0.0,0.0,0.0,34.29,45.71,10.8,5265,2
2,3,51,45.5,0.16,6.2,43.96,58.24,6.3,45.0,55.0,39.02,48.78,5.8,4464,1
3,4,21,46.0,0.16,4.83,23.81,47.62,2.38,0.0,15.38,43.59,61.54,5.1,3611,4
4,5,23,47.0,0.19,3.89,20.75,30.19,4.24,27.12,36.44,35.56,46.67,15.2,5296,5
5,6,23,47.8,0.15,3.25,11.36,25.0,2.17,0.0,11.11,48.08,69.23,25.3,3435,3
0,1,27,47.0,0.13,6.0,35.44,64.56,6.25,45.0,61.67,38.0,56.0,1.5,4819,5
1,2,53,46.0,0.17,5.03,28.99,49.28,0.0,0.0,0.0,50.0,74.0,10.6,4385,2
2,3,38,49.0,0.2,4.32,22.22,41.27,4.0,20.0,40.0,31.82,61.36,6.8,4482,1
3,4,36,45.0,0.15,5.24,36.84,51.58,5.0,41.86,51.16,33.33,45.83,4.1,3474,6
4,5,47,47.3,0.17,6.66,51.56,70.31,7.24,61.9,80.95,27.08,41.67,5.2,5189,3
5,6,24,46.0,0.2,1.74,0.0,6.45,0.0,0.0,0.0,44.9,61.22,34.2,5129,4
0,1,34,51.0,0.12,7.34,48.67,72.57,6.91,51.16,68.99,28.09,47.19,1.3,4685,1
1,2,49,52.1,0.13,6.77,44.76,61.9,6.56,22.22,33.33,39.24,51.9,4.2,4398,2
2,3,43,47.0,0.14,7.11,56.25,69.64,7.25,58.44,71.43,32.58,50.56,10.8,4427,4
3,4,39,52.3,0.15,7.33,51.46,67.96,7.48,65.52,72.41,47.37,59.21,8.9,4290,6
4,5,37,52.1,0.15,6.84,50.88,64.04,6.65,51.35,67.57,44.3,55.7,41.1,4320,3
5,6,31,52.0,0.14,6.74,47.9,64.71,7.21,41.38,72.41,29.07,44.19,7.6,4050,5
0,1,37,54.2,0.13,6.31,41.0,61.0,6.28,43.33,62.5,35.53,53.29,1.2,4391,1
1,2,34,51.5,0.14,5.84,37.29,61.02,5.7,35.0,60.0,28.92,46.99,21.7,4450,4
2,3,33,50.5,0.15,5.56,37.23,55.32,6.2,40.0,70.0,22.52,35.76,5.9,4928,5
3,4,34,51.5,0.16,6.83,51.79,64.29,6.62,51.72,65.52,47.02,60.93,4.7,4537,2
4,5,34,52.0,0.15,5.63,40.59,56.44,6.52,48.0,70.0,30.91,58.79,15.9,4652,6
5,6,36,53.8,0.16,5.31,34.69,48.98,5.11,28.57,50.0,38.61,56.96,39.8,4762,3
0,1,44,46.5,0.15,5.56,34.69,54.08,4.93,25.0,46.43,33.33,50.69,1.6,4208,4
1,2,44,47.0,0.16,5.62,34.62,57.69,4.2,30.0,40.0,38.15,60.12,9.5,5203,6
2,3,30,47.9,0.17,4.42,25.32,41.77,4.88,31.25,50.0,38.32,58.08,5.6,4117,5
3,4,43,46.0,0.19,6.47,46.08,68.63,7.0,60.0,80.0,31.51,43.84,4.6,3435,1
4,5,33,49.6,0.15,5.77,38.33,58.33,5.33,27.78,50.0,33.79,51.72,6.6,3999,2
5,6,21,46.5,0.17,3.63,9.47,32.63,2.6,6.67,13.33,36.99,52.74,14.2,4884,3
0,1,43,46.0,0.19,6.03,38.46,59.34,0.0,0.0,0.0,26.25,37.5,2.2,4927,2
1,2,45,46.0,0.17,5.45,33.33,51.52,5.55,41.38,55.17,44.44,60.0,2.7,4011,1
2,3,27,47.5,0.19,5.7,35.48,60.22,7.63,62.5,87.5,29.89,49.43,4.8,3528,4
3,4,23,50.3,0.18,1.15,0.0,0.0,0.0,0.0,0.0,49.5,72.28,72.0,4819,3
4,5,24,47.0,0.18,5.62,36.73,59.18,2.23,3.85,11.54,35.16,53.85,6.8,4246,5
5,6,41,46.5,0.17,7.87,65.08,80.95,0.0,0.0,0.0,40.19,55.14,6.5,5250,6
0,1,36,52.0,0.13,7.03,44.09,60.63,9.88,87.5,87.5,41.61,56.2,1.2,4017,2
1,2,34,52.3,0.13,6.81,38.33,54.17,0.0,0.0,0.0,34.92,46.03,13.1,4050,1
2,3,30,50.5,0.15,7.6,54.39,68.42,7.81,57.14,90.48,43.54,56.46,4.4,3611,6
3,4,55,52.0,0.15,7.2,40.98,63.93,7.55,54.55,75.76,39.04,55.48,11.2,3188,5
4,5,23,52.0,0.14,7.36,45.83,70.83,6.54,46.43,53.57,38.64,56.82,16.8,4450,3
5,6,40,51.5,0.13,7.78,48.15,64.81,7.18,52.94,64.71,42.11,51.13,9.4,3999,4
0,1,36,55.0,0.14,6.63,42.11,56.58,6.74,42.42,60.61,27.27,37.66,1.1,4013,1
1,2,29,52.0,0.15,7.52,56.14,71.93,8.15,53.85,76.92,35.53,48.68,12.2,4296,2
2,3,40,52.2,0.13,7.36,43.12,65.14,7.67,51.85,62.96,42.5,62.5,5.8,5112,3
3,4,29,52.0,0.14,6.19,41.13,60.48,6.78,44.44,66.67,44.87,64.1,10.4,4344,6
4,5,36,52.0,0.13,6.89,51.28,60.68,7.17,52.38,69.05,44.74,64.47,14.1,3941,4
5,6,28,52.0,0.15,6.47,48.15,64.81,6.11,38.89,66.67,44.74,63.16,56.5,4685,5
0,1,37,45.5,0.15,4.55,29.67,40.66,3.5,16.67,27.78,26.56,53.13,1.8,4349,2
1,2,19,44.5,0.16,4.05,20.48,32.53,3.28,12.0,25.33,28.3,52.83,4.3,4244,4
2,3,33,47.0,0.16,4.79,32.05,37.18,5.0,37.5,37.5,34.44,60.0,8.0,4893,3
3,4,37,48.1,0.17,5.58,35.29,59.8,5.64,37.74,56.6,43.1,56.9,3.3,5045,6
4,5,38,47.0,0.13,5.83,42.4,53.6,7.55,63.64,77.27,43.24,60.81,8.7,4450,1
5,6,53,47.7,0.22,4.05,22.08,31.17,0.0,0.0,0.0,31.46,51.69,38.5,5310,5
0,1,50,45.5,0.16,6.5,49.62,61.65,8.9,90.0,100.0,42.52,59.84,1.3,3611,1
1,2,36,45.5,0.15,5.33,39.81,55.34,4.95,28.57,52.38,37.96,53.7,6.1,4927,4
2,3,47,45.5,0.19,6.35,44.09,62.37,6.09,36.36,63.64,30.95,49.21,5.4,5205,6
3,4,37,48.8,0.18,5.95,43.48,62.61,5.97,42.86,60.32,35.16,55.47,7.6,4225,2
4,5,44,44.0,0.19,6.13,47.87,62.77,6.11,55.56,66.67,28.04,50.47,23.5,4433,3
5,6,26,47.0,0.17,5.95,41.67,66.67,6.52,48.28,68.97,38.85,50.36,21.8,5045,5
0,1,37,52.0,0.13,6.58,51.14,72.73,6.0,47.37,52.63,31.34,47.76,1.3,4092,1
1,2,41,52.0,0.13,5.6,38.32,52.34,0.0,0.0,0.0,29.41,35.29,8.1,4538,6
2,3,23,52.0,0.15,4.74,29.41,39.71,4.6,40.0,40.0,38.57,62.14,12.7,3621,5
3,4,38,51.5,0.15,6.75,51.54,69.23,6.0,50.0,50.0,37.4,50.41,3.2,3385,3
4,5,43,52.0,0.16,5.27,37.17,50.44,5.77,40.0,60.0,30.07,48.95,22.6,4835,2
5,6,54,51.5,0.13,5.63,42.72,52.43,4.71,28.57,28.57,27.85,44.3,40.8,4886,4
0,1,36,52.7,0.14,7.19,43.27,56.73,7.04,44.0,76.0,35.25,51.08,1.2,4362,1
1,2,45,52.2,0.15,7.21,45.19,65.38,7.58,45.83,62.5,40.97,50.69,5.1,4719,2
2,3,25,52.0,0.12,6.74,45.74,67.44,7.72,65.52,82.76,37.5,48.61,11.1,4504,4
3,4,51,51.5,0.14,6.89,42.05,54.55,8.25,65.63,78.13,33.1,48.59,13.1,3388,3
4,5,40,52.0,0.12,7.66,53.97,68.25,9.0,66.67,75.76,43.92,60.81,6.1,5121,5
5,6,42,48.5,0.14,6.54,40.21,57.73,7.72,66.67,83.33,35.66,54.55,30.2,3744,6
0,1,29,52.7,0.14,6.82,39.6,55.45,7.67,43.33,66.67,34.48,48.28,1.7,4787,1
1,2,32,52.2,0.16,7.1,54.81,69.23,6.17,29.17,41.67,50.0,73.33,3.2,4398,2
2,3,54,52.1,0.15,7.57,48.44,70.31,7.62,44.83,68.97,41.18,52.94,8.2,3783,3
3,4,44,52.0,0.13,6.94,45.07,64.79,6.78,39.02,48.78,29.41,41.18,11.2,4907,6
4,5,48,52.5,0.15,6.9,49.08,67.48,6.27,23.33,43.33,21.74,34.78,21.8,3941,5
5,6,43,52.0,0.15,6.84,51.33,62.83,0.0,0.0,0.0,34.78,47.83,4.8,3978,4
0,1,26,52.0,0.15,6.35,48.53,65.44,0.0,0.0,0.0,47.88,59.39,1.3,5016,3
1,2,29,52.6,0.14,6.2,38.98,66.1,5.6,30.0,60.0,31.17,47.4,4.0,4852,2
2,3,26,52.0,0.14,6.01,46.03,60.32,6.0,50.0,50.0,37.11,53.46,8.2,5051,4
3,4,23,52.0,0.15,5.67,37.14,57.86,0.0,0.0,0.0,35.98,51.83,18.3,4886,1
4,5,29,52.1,0.15,6.57,48.98,67.35,5.86,40.0,65.71,34.48,53.45,9.5,5142,6
5,6,23,52.6,0.13,7.0,60.33,73.55,6.19,48.99,64.43,34.95,53.76,14.8,5166,5
0,1,49,52.1,0.13,6.46,45.64,59.73,7.6,50.0,50.0,39.58,55.56,1.7,3952,1
1,2,28,52.7,0.13,6.85,38.46,56.41,0.0,0.0,0.0,40.94,53.69,4.9,3415,4
2,3,48,54.6,0.14,7.13,54.92,71.31,0.0,0.0,0.0,29.01,45.68,9.1,4028,2
3,4,50,52.9,0.13,7.44,50.0,65.74,5.71,42.86,42.86,41.78,62.33,3.4,3874,5
4,5,41,52.0,0.12,6.82,41.61,62.04,5.85,33.33,51.85,33.33,46.0,13.7,3590,6
5,6,22,51.5,0.14,7.31,59.2,72.8,0.0,0.0,0.0,31.21,41.13,12.3,5084,3
0,1,36,47.0,0.16,7.16,58.33,70.45,7.08,57.14,71.43,26.32,39.47,1.8,4030,6
1,2,52,51.5,0.14,7.38,48.82,67.72,7.6,50.0,70.0,37.84,56.76,4.0,4236,3
2,3,47,52.0,0.14,6.81,43.22,61.02,7.43,66.67,66.67,32.43,48.65,5.3,4262,1
3,4,38,52.0,0.15,7.1,55.2,72.8,6.63,44.44,66.67,36.36,48.48,3.9,4371,2
4,5,34,52.0,0.12,6.69,42.52,62.2,9.0,62.5,75.0,24.24,39.39,15.2,4926,4
5,6,33,52.8,0.16,7.33,54.39,68.42,7.33,53.85,78.85,38.24,55.88,24.5,4445,5
0,1,31,52.5,0.15,5.58,36.04,55.86,5.0,30.77,53.85,45.81,63.23,2.2,4564,1
1,2,46,53.5,0.17,5.8,38.14,58.47,6.61,50.0,63.89,25.85,46.94,17.2,4832,3
2,3,39,52.0,0.18,6.07,44.12,63.73,6.61,50.51,71.72,42.07,64.02,2.2,4706,2
3,4,35,51.0,0.13,6.5,45.6,68.8,6.83,56.52,82.61,32.21,51.01,7.8,3978,4
4,5,44,52.4,0.15,6.58,46.61,65.25,6.8,48.98,59.18,37.25,56.21,9.5,4608,5
5,6,37,52.0,0.15,6.21,50.42,68.07,6.44,46.9,67.26,25.66,43.42,7.1,4420,6
0,1,46,51.5,0.14,7.01,53.76,73.12,5.97,38.89,52.78,35.38,49.23,1.2,4366,1
1,2,42,52.0,0.12,6.86,50.59,67.06,7.22,51.85,70.37,37.5,56.62,6.0,4444,2
2,3,43,52.3,0.13,6.3,47.83,63.48,6.06,43.55,53.23,30.08,47.37,8.3,4575,4
3,4,34,55.0,0.14,6.42,46.96,65.22,6.81,59.26,74.07,35.25,54.68,7.7,4036,3
4,5,38,52.2,0.14,6.58,41.8,59.02,6.59,52.11,64.79,39.53,60.47,18.0,4095,5
5,6,37,47.0,0.14,6.3,46.53,63.37,6.75,59.65,66.67,32.03,42.19,15.4,4478,6
0,1,60,52.5,0.16,4.85,27.27,48.48,5.62,33.33,55.56,28.57,57.14,4.8,5147,1
1,2,34,52.0,0.13,7.07,48.7,66.09,7.31,56.25,62.5,40.0,60.0,1.9,4199,2
2,3,35,55.5,0.14,5.99,46.24,61.29,5.9,50.0,70.0,100.0,100.0,9.4,3439,5
3,4,40,54.5,0.15,5.03,33.67,44.9,4.22,22.22,33.33,14.29,57.14,13.5,4691,6
4,5,24,52.2,0.18,5.39,32.26,55.91,4.99,30.19,46.23,42.86,57.14,17.7,5135,3
5,6,37,51.5,0.13,6.74,43.75,62.5,7.38,56.18,76.4,42.86,42.86,2.6,3898,4
0,1,33,47.0,0.16,5.14,31.58,43.42,5.27,40.91,50.0,35.03,51.27,3.0,5230,5
1,2,27,45.0,0.14,6.41,45.22,63.48,5.12,35.29,52.94,38.79,54.67,2.8,3232,2
2,3,47,49.9,0.17,4.06,25.0,30.95,5.64,44.44,55.56,38.92,51.89,2.4,4525,1
3,4,28,46.5,0.18,2.96,6.67,22.22,2.0,0.0,7.14,34.62,49.52,11.5,4929,4
4,5,27,47.0,0.18,4.33,24.64,39.13,0.0,0.0,0.0,33.52,50.0,8.3,5335,6
5,6,20,47.0,0.23,1.53,1.39,2.78,1.0,0.0,0.0,32.45,49.47,18.9,4738,3
0,1,38,52.0,0.13,6.35,40.65,56.1,5.89,33.33,44.44,29.03,35.48,1.4,4719,5
1,2,43,46.5,0.14,6.93,52.48,66.34,7.6,68.0,80.0,34.38,53.13,8.7,4482,2
2,3,35,52.0,0.14,6.99,49.59,66.94,7.21,42.86,67.86,58.82,76.47,2.9,3422,1
3,4,38,46.5,0.15,7.03,52.1,70.59,7.25,57.38,73.77,52.0,72.0,13.4,4503,6
4,5,36,52.0,0.12,6.73,45.65,63.04,7.92,67.57,83.78,40.0,60.0,9.5,4024,3
5,6,48,52.0,0.1,7.03,45.92,65.31,0.0,0.0,0.0,28.0,40.0,30.8,4831,4
0,1,35,46.5,0.16,5.33,34.88,46.51,5.47,36.84,57.89,39.53,54.65,1.1,4781,2
1,2,40,48.8,0.17,6.07,43.07,62.77,5.18,28.95,44.74,32.53,51.81,6.9,4243,5
2,3,36,46.0,0.2,5.99,41.67,69.05,0.0,0.0,0.0,31.65,46.84,17.6,4464,1
3,4,40,47.0,0.15,4.86,26.0,46.0,4.48,23.53,42.35,40.7,61.63,16.2,4443,3
4,5,43,48.9,0.15,6.6,39.58,66.67,6.85,51.35,70.27,30.38,51.9,5.0,3435,4
5,6,22,49.8,0.2,1.73,0.94,1.89,1.44,0.0,0.0,42.68,56.1,33.8,5360,6
0,1,34,52.0,0.17,7.2,52.14,75.21,0.0,0.0,0.0,40.19,62.62,1.3,4166,2
1,2,28,52.3,0.14,5.67,34.82,58.93,5.55,37.93,47.13,27.62,38.1,7.9,4715,5
2,3,36,52.2,0.15,6.81,49.53,68.22,6.94,38.89,61.11,37.04,45.37,3.9,4320,1
3,4,49,52.0,0.15,6.87,46.96,65.22,6.73,33.33,46.67,27.52,44.95,8.6,3978,3
4,5,36,52.8,0.15,6.69,50.47,70.09,7.18,63.64,81.82,45.54,58.93,23.3,4933,6
5,6,52,51.5,0.14,7.54,50.43,70.43,6.38,37.5,54.17,41.23,55.26,25.3,4856,4
0,1,40,52.0,0.15,7.1,60.0,74.29,6.82,53.85,61.54,30.14,49.76,1.2,3716,1
1,2,39,51.0,0.13,6.08,45.53,62.6,0.0,0.0,0.0,35.14,53.6,10.8,4269,5
2,3,37,52.0,0.12,7.82,47.06,75.29,9.63,62.5,87.5,33.05,45.92,5.1,4743,4
3,4,46,51.0,0.14,6.5,47.71,63.3,6.88,59.38,75.0,31.56,50.67,6.3,4055,2
4,5,45,52.6,0.14,6.01,39.25,53.27,7.5,57.14,76.19,42.92,58.49,10.8,3942,3
5,6,48,52.0,0.12,7.96,69.57,79.13,8.88,90.91,96.97,37.9,59.36,37.0,4362,6
0,1,34,51.5,0.12,6.81,46.23,62.26,6.03,46.67,66.67,30.23,48.06,1.2,4703,1
1,2,38,52.0,0.16,6.33,49.43,65.52,7.62,65.38,84.62,28.68,36.43,6.8,4096,2
2,3,52,52.3,0.17,5.26,34.34,47.47,5.18,29.55,50.0,36.89,54.92,9.8,4362,4
3,4,43,51.0,0.17,5.57,31.97,57.38,5.9,40.0,60.0,44.78,64.93,12.9,4049,6
4,5,43,52.0,0.15,6.75,46.32,63.16,7.94,66.67,83.33,33.86,45.67,8.4,4960,5
5,6,24,51.5,0.13,5.86,42.86,60.71,5.19,37.04,48.15,34.78,52.9,13.6,4624,3
0,1,36,45.0,0.15,5.08,33.33,50.51,6.57,57.14,71.43,23.67,40.24,1.3,4534,6
1,2,48,51.6,0.17,5.45,45.1,54.9,5.0,42.31,53.85,34.73,48.5,5.5,4373,4
2,3,27,46.0,0.17,0.0,0.0,0.0,3.78,27.78,27.78,37.35,48.19,12.9,4479,5
3,4,23,49.8,0.18,1.15,0.0,0.0,0.0,0.0,0.0,28.82,42.94,31.0,3175,2
4,5,57,46.5,0.18,5.27,37.35,46.99,0.0,0.0,0.0,32.14,51.19,7.7,4804,1
5,6,41,47.0,0.17,7.55,58.47,77.12,6.96,50.0,71.43,20.12,35.98,5.5,3999,3
0,1,25,52.0,0.17,4.25,21.05,37.89,3.18,12.12,21.21,10.53,36.84,3.8,4633,2
1,2,33,52.9,0.18,5.11,27.66,51.06,5.9,50.0,60.0,22.22,22.22,3.6,3415,1
2,3,37,51.5,0.18,4.72,27.55,39.8,5.81,41.94,58.06,40.0,55.0,5.7,5002,3
3,4,50,53.0,0.13,7.3,48.98,65.31,7.43,43.48,78.26,58.33,75.0,2.6,4649,5
4,5,58,52.0,0.19,4.24,20.73,36.59,4.9,40.0,40.0,27.27,72.73,19.2,5085,6
